Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O25364	O25364_HELPY	unreviewed	Uncharacterized protein	HP_0647	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	135
O25625	O25625_HELPY	unreviewed	Uncharacterized protein	HP_0973	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	353
O25940	O25940_HELPY	unreviewed	Uncharacterized protein	HP_1390	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	166
O25942	O25942_HELPY	unreviewed	Fibronectin/fibrinogen-binding protein	HP_1392	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	435
O25000	O25000_HELPY	unreviewed	Uncharacterized protein	HP_0209	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	450
O25583	O25583_HELPY	unreviewed	Geranyltranstransferase (IspA)	HP_0929	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	303
O24969	O24969_HELPY	unreviewed	Uncharacterized protein	HP_0161	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	36
O25912	O25912_HELPY	unreviewed	Uncharacterized protein	HP_1358	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	168
O25025	O25025_HELPY	unreviewed	Uncharacterized protein	HP_0242	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	94
O25594	O25594_HELPY	unreviewed	Amino acid ABC transporter, periplasmic binding protein (YckK)	HP_0940	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	256
O25457	O25457_HELPY	unreviewed	Uncharacterized protein	HP_0762	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	185
O25843	O25843_HELPY	unreviewed	SH3b domain-containing protein	HP_1250	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	192
O25756	O25756_HELPY	unreviewed	ATP synthase F1, subunit delta (AtpH)	HP_1135	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	180
O25111	O25111_HELPY	unreviewed	Uncharacterized protein	HP_0344	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	154
O25125	O25125_HELPY	unreviewed	Uncharacterized protein	HP_0358	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	511
O26036	O26036_HELPY	unreviewed	Sodium/glutamate symporter	gltS HP_1506	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	408
O25159	O25159_HELPY	unreviewed	Uncharacterized protein	HP_0398	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	182
O26007	O26007_HELPY	unreviewed	Type IIS restriction enzyme M protein (Mod)	HP_1472	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	679
O24964	O24964_HELPY	unreviewed	Uncharacterized protein	HP_0155	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	91
O24938	O24938_HELPY	unreviewed	Uncharacterized protein	HP_0119	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	461
O24978	O24978_HELPY	unreviewed	Flagellar biosynthetic protein FliR	HP_0173	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	255
O25421	O25421_HELPY	unreviewed	Uncharacterized protein	HP_0719	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	109
O25468	O25468_HELPY	unreviewed	Chorismate dehydratase (EC 4.2.1.151) (Menaquinone biosynthetic enzyme MqnA)	mqnA HP_0778	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	227
O24957	O24957_HELPY	unreviewed	Cbb3-type cytochrome c oxidase subunit Q (CcoQ)	HP_0146	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	73
O25721	O25721_HELPY	unreviewed	PDDEXK_1 domain-containing protein	HP_1089	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	778
O25218	O25218_HELPY	unreviewed	Outer membrane protein (Omp11)	HP_0472	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	186
O25736	O25736_HELPY	unreviewed	Pyruvate ferredoxin oxidoreductase, gamma subunit	HP_1108	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	186
O26058	O26058_HELPY	unreviewed	Purine nucleoside phosphorylase (PunB)	HP_1530	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	180
O25954	O25954_HELPY	unreviewed	Type I restriction enzyme S protein (HsdS)	HP_1404	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	96
O26070	O26070_HELPY	unreviewed	Dihydrofolate synthase/folylpolyglutamate synthase (EC 6.3.2.12) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase)	HP_1545	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	394
O25423	O25423_HELPY	unreviewed	Uncharacterized protein	HP_0721	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	152
O26031	O26031_HELPY	unreviewed	Outer membrane protein (Omp32)	HP_1501	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	388
O25706	O25706_HELPY	unreviewed	Uncharacterized protein	HP_1066	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	200
O25075	O25075_HELPY	unreviewed	Alginate_lyase domain-containing protein	HP_0304	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	329
O25297	O25297_HELPY	unreviewed	Uncharacterized protein	HP_0573	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	110
O25146	O25146_HELPY	unreviewed	SPOR domain-containing protein	HP_0384	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	250
O26047	O26047_HELPY	unreviewed	Uncharacterized protein	HP_1518	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	95
O25585	O25585_HELPY	unreviewed	Uncharacterized protein	HP_0931	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	146
O24927	O24927_HELPY	unreviewed	Uncharacterized protein	HP_0101	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	253
O25471	O25471_HELPY	unreviewed	Uncharacterized protein	HP_0782	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	455
O25355	O25355_HELPY	unreviewed	Outer membrane protein (Omp13)	HP_0638	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	305
O25459	O25459_HELPY	unreviewed	Uncharacterized protein	HP_0764	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	428
O25642	O25642_HELPY	unreviewed	Uncharacterized protein	HP_0994	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	267
O24895	O24895_HELPY	unreviewed	Adenine/cytosine DNA methyltransferase	HP_0054	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	823
O25326	O25326_HELPY	unreviewed	Uncharacterized protein	HP_0605	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	477
O25729	O25729_HELPY	unreviewed	2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14)	HP_1099	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	208
O25723	O25723_HELPY	unreviewed	Alpha-ketoglutarate permease (KgtP)	HP_1091	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	426
O25010	O25010_HELPY	unreviewed	Uncharacterized protein	HP_0222	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	73
O25803	O25803_HELPY	unreviewed	Secreted protein involved in flagellar motility	HP_1192	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	93
O25024	O25024_HELPY	unreviewed	Uncharacterized protein	HP_0241	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	131
O26049	O26049_HELPY	unreviewed	Uncharacterized protein	HP_1520	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	430
O25862	O25862_HELPY	unreviewed	NADH-ubiquinone oxidoreductase, NQO13 subunit (NQO13)	HP_1272	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	512
O25785	O25785_HELPY	unreviewed	Glutamine ABC transporter, ATP-binding protein (GlnQ)	HP_1171	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	248
O26104	O26104_HELPY	unreviewed	Flagellar basal-body rod protein FlgG (Distal rod protein)	HP_1585	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	262
O24868	O24868_HELPY	unreviewed	Uncharacterized protein	HP_0023	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	39
O25034	O25034_HELPY	unreviewed	Outer membrane protein (Omp7)	HP_0252	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	487
O24992	O24992_HELPY	unreviewed	Uncharacterized protein	HP_0199	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	118
O25589	O25589_HELPY	unreviewed	N-acetyltransferase domain-containing protein	HP_0935	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	161
O25844	O25844_HELPY	unreviewed	Oligopeptide ABC transporter, permease protein (OppB)	HP_1251	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	348
O24884	O24884_HELPY	unreviewed	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)	HP_0043	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	470
O25108	O25108_HELPY	unreviewed	Uncharacterized protein	HP_0341	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	31
O25126	O25126_HELPY	unreviewed	Uncharacterized protein	HP_0359	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	21
O25707	O25707_HELPY	unreviewed	Uncharacterized protein	HP_1074	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	262
O25426	O25426_HELPY	unreviewed	Uncharacterized protein	HP_0726	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	305
O26069	O26069_HELPY	unreviewed	ToxR-activated gene (TagE)	HP_1544	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	308
O24997	O24997_HELPY	unreviewed	ATPase_AAA_core domain-containing protein	HP_0205	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	793
O26089	O26089_HELPY	unreviewed	Uncharacterized protein	HP_1569	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	197
O26098	O26098_HELPY	unreviewed	LPS biosynthesis protein	HP_1578	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	372
O25967	O25967_HELPY	unreviewed	Uncharacterized protein	HP_1424	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	206
O25289	O25289_HELPY	unreviewed	Uncharacterized protein	HP_0565	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	215
O25299	O25299_HELPY	unreviewed	Conserved hypothetical membrane protein	HP_0575	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	232
O25945	O25945_HELPY	unreviewed	Outer membrane protein (Omp30)	HP_1395	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	242
O25051	O25051_HELPY	unreviewed	Uncharacterized protein	HP_0273	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	179
O24937	O24937_HELPY	unreviewed	Uncharacterized protein	HP_0118	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	395
O25993	O25993_HELPY	unreviewed	Uncharacterized protein	HP_1454	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	303
O24869	O24869_HELPY	unreviewed	Uncharacterized protein	HP_0024	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	30
O25145	O25145_HELPY	unreviewed	Uncharacterized protein	HP_0383	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	174
O25348	O25348_HELPY	unreviewed	Quinone-reactive Ni/Fe hydrogenase, small subunit (HydA)	HP_0631	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	384
O25137	O25137_HELPY	unreviewed	Uncharacterized protein	HP_0373	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	700
O25796	O25796_HELPY	unreviewed	Multidrug export protein MepA	HP_1184	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	459
O24883	O24883_HELPY	unreviewed	TrbI protein	HP_0042	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	233
O25120	O25120_HELPY	unreviewed	Flagellar export protein (FliH)	HP_0353	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	258
O25819	O25819_HELPY	unreviewed	ABC transporter, ATP-binding protein (YhcG)	HP_1220	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	228
O25328	O25328_HELPY	unreviewed	Acriflavine resistance protein (AcrB)	HP_0607	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1028
O24857	O24857_HELPY	unreviewed	Uncharacterized protein	HP_0008	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	27
O25854	O25854_HELPY	unreviewed	Uncharacterized protein	HP_1264	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	76
O26053	O26053_HELPY	unreviewed	Uncharacterized protein	HP_1525	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	211
O25469	O25469_HELPY	unreviewed	Uncharacterized protein	HP_0780	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	90
O25140	O25140_HELPY	unreviewed	Thiol:disulfide interchange protein (DsbC), putative	HP_0377	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	221
O25617	O25617_HELPY	unreviewed	Uncharacterized protein	HP_0964	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	363
O25231	O25231_HELPY	unreviewed	Uncharacterized protein	HP_0487	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	480
O25660	O25660_HELPY	unreviewed	Phosphatidylglycerophosphate synthase (PgsA)	HP_1016	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	200
O25033	O25033_HELPY	unreviewed	Oligopeptide ABC transporter, permease protein (OppC)	HP_0251	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	338
O25672	O25672_HELPY	unreviewed	DUF2147 domain-containing protein	HP_1028	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	165
O25727	O25727_HELPY	unreviewed	Uncharacterized protein	HP_1097	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	31
O24878	O24878_HELPY	unreviewed	NADH-ubiquinone oxidoreductase subunit	HP_0037	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	351
O25743	O25743_HELPY	unreviewed	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	HP_1118	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	567
O25104	O25104_HELPY	unreviewed	Uncharacterized protein	HP_0337	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	101
O24907	O24907_HELPY	unreviewed	Uncharacterized protein	HP_0078	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	85
O25696	O25696_HELPY	unreviewed	Uncharacterized protein	HP_1056	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	284
O24882	O24882_HELPY	unreviewed	Uncharacterized protein	HP_0041	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	123
O24889	O24889_HELPY	unreviewed	Carbamoyltransferase HypF (EC 6.2.-.-)	HP_0048	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	769
O26025	O26025_HELPY	unreviewed	Conserved hypothetical nifU-like protein	HP_1492	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	89
O24862	O24862_HELPY	unreviewed	VirB4 homolog (VirB4)	HP_0017	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	787
O25351	O25351_HELPY	unreviewed	Quinone-reactive Ni/Fe hydrogenase (HydD)	HP_0634	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	178
O25446	O25446_HELPY	unreviewed	Peptidase_M23 domain-containing protein	HP_0750	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	400
O24885	O24885_HELPY	unreviewed	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	gmd HP_0044	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	381
O25224	O25224_HELPY	unreviewed	Uncharacterized protein	HP_0479	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	282
O25077	O25077_HELPY	unreviewed	Uncharacterized protein	HP_0307	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	90
O25572	O25572_HELPY	unreviewed	Uncharacterized protein	HP_0914	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	514
O25504	O25504_HELPY	unreviewed	Uncharacterized protein	HP_0833	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	292
O25548	O25548_HELPY	unreviewed	Uncharacterized protein	HP_0881	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	31
O25212	O25212_HELPY	unreviewed	Uncharacterized protein	HP_0465	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	631
O25057	O25057_HELPY	unreviewed	Heat shock protein B (IbpB)	HP_0280	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	328
O25447	O25447_HELPY	unreviewed	Polar flagellin (FlaG)	HP_0751	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	119
O25132	O25132_HELPY	unreviewed	Uncharacterized protein	HP_0368	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	133
O25481	O25481_HELPY	unreviewed	Outer membrane protein (Omp18)	HP_0796	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	278
O25295	O25295_HELPY	unreviewed	Conserved hypothetical integral membrane protein	HP_0571	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	192
O25913	O25913_HELPY	unreviewed	Uncharacterized protein	HP_1359	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	183
O25616	O25616_HELPY	unreviewed	Dynamin_N domain-containing protein	HP_0963	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	447
O25507	O25507_HELPY	unreviewed	Uncharacterized protein	HP_0836	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	119
O25344	O25344_HELPY	unreviewed	Uncharacterized protein	HP_0627	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	110
O25550	O25550_HELPY	unreviewed	Uncharacterized protein	HP_0884	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	614
O25779	O25779_HELPY	unreviewed	Thioredoxin reductase (TrxB)	HP_1164	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	324
O26033	O26033_HELPY	unreviewed	Cation-transporting ATPase, P-type (CopA)	HP_1503	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	788
O25900	O25900_HELPY	unreviewed	Conserved hypothetical integral membrane protein	HP_1343	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	242
O25750	O25750_HELPY	unreviewed	Peptidoglycan associated lipoprotein (Omp18)	HP_1125	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	179
O25907	O25907_HELPY	unreviewed	Methyltransferase (EC 2.1.1.-)	HP_1352	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	359
O25060	O25060_HELPY	unreviewed	Cell division protein (FtsH)	HP_0286	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	550
